10,768,3000,0,6,24,36,23
30,768,3000,6,6,24,44,25
50,768,12000,6,6,24,50,52
60,768,4500,0,1,24,45,27
70,384,12000,6,1,24,53,50
80,192,768,6,6,24,36,18
80,768,12000,6,1,31,84,53
35,1000,3000,0,2,4,16,23
92,1000,4000,8,3,64,38,30
96,1000,16000,8,2,112,38,73
35,1000,2000,0,1,2,16,20
45,1000,4000,0,3,6,22,25
55,2000,4000,0,3,6,29,28
65,2000,4000,0,4,8,40,29
44,2000,4000,8,1,20,35,32
49,2000,32000,32,1,20,134,175
50,2000,8000,32,1,54,66,57
52,2000,32000,32,1,54,141,181
62,2000,32000,32,1,54,189,181
20,2000,4000,8,1,20,22,32
33,4000,16000,1,6,12,132,82
33,4000,24000,64,12,16,237,171
30,16000,32000,64,16,24,465,361
30,16000,32000,64,8,24,465,350
30,8000,32000,0,8,24,277,220
30,8000,16000,0,8,16,185,113
37,96,512,0,1,1,6,15
37,1000,2000,0,1,5,24,21
37,512,6000,16,1,6,45,35
38,512,1500,0,1,1,7,18
38,768,2000,0,1,1,13,20
38,768,2000,0,1,1,16,20
38,2000,4000,0,1,1,32,28
38,4000,8000,0,1,1,32,45
43,1000,1000,0,1,2,11,18
43,512,1000,0,1,2,11,17
43,1000,4000,4,1,2,18,26
43,1000,4000,8,1,2,22,28
43,2000,4000,0,3,6,37,28
43,2000,4000,8,3,6,40,31
43,2000,4000,8,3,6,34,31
43,2000,8000,8,1,6,50,42
43,2000,16000,16,1,6,76,76
43,2000,16000,16,1,6,66,76
43,1000,4000,2,3,6,24,26
43,2000,12000,8,1,4,49,59
43,2000,12000,16,3,5,66,65
43,4000,16000,8,6,12,100,101
43,4000,16000,32,6,12,133,116
81,768,1000,0,0,0,12,18
81,768,2000,0,0,0,18,20
81,768,2000,0,0,0,20,20
44,2000,4000,0,3,6,27,30
44,2000,8000,8,3,6,45,44
44,2000,8000,8,1,6,56,44
44,2000,16000,24,1,6,70,82
44,2000,16000,24,1,6,80,82
44,8000,16000,48,1,10,136,128
80,1000,8000,0,2,6,16,37
80,1000,8000,24,2,6,26,46
80,1000,8000,24,3,6,32,46
80,2000,16000,12,3,16,45,80
80,2000,16000,24,6,16,54,88
80,2000,16000,24,6,16,65,88
32,512,4000,0,8,128,30,33
30,2000,8000,16,1,3,50,46
30,2000,4000,2,1,5,40,29
50,2000,8000,32,1,6,62,53
50,2000,8000,32,1,6,60,53
50,2000,8000,4,1,6,50,41
61,4000,16000,16,1,6,66,86
61,4000,16000,32,1,6,86,95
66,2000,16000,64,5,8,74,107
66,4000,16000,64,5,8,93,117
66,4000,16000,64,5,10,111,119
70,4000,16000,64,8,16,143,120
70,2000,8000,16,6,8,105,48
80,8000,16000,32,8,16,214,126
80,8000,32000,64,8,24,277,266
80,8000,32000,64,8,24,370,270
90,16000,32000,128,16,32,510,426
90,4000,24000,32,8,24,214,151
90,8000,32000,64,8,24,326,267
90,16000,32000,256,16,24,510,603
85,1000,1000,0,1,4,8,19
85,1000,2000,0,1,6,12,21
85,1000,4000,0,1,6,17,26
85,2000,6000,0,1,8,21,35
85,2000,8000,0,1,8,24,41
85,4000,8000,0,1,8,34,47
85,4000,12000,0,1,8,42,62
85,4000,16000,0,1,8,46,78
86,4000,8000,32,16,32,51,80
86,4000,8000,32,16,32,116,80
86,8000,16000,64,4,8,100,142
86,8000,24000,160,4,8,140,281
86,4000,16000,128,16,32,212,190
88,1000,2000,0,1,2,25,21
88,1000,4000,0,1,4,30,25
88,2000,8000,64,1,5,41,67
32,512,4000,0,1,7,25,24
32,512,4000,0,4,7,50,24
32,1000,16000,1,1,8,50,64
50,512,4000,2,1,5,30,25
50,512,2000,2,3,8,32,20
50,1000,4000,8,1,14,38,29
50,1000,8000,16,1,14,60,43
50,2000,8000,32,1,13,109,53
7,512,1000,8,1,3,6,19
7,512,2000,8,1,5,11,22
7,2000,4000,8,3,8,22,31
7,2000,6000,16,6,16,33,41
7,2000,8000,16,4,14,58,47
7,4000,16000,32,4,12,130,99
7,4000,12000,8,6,8,75,67
7,4000,12000,32,6,12,113,81
7,8000,16000,64,12,24,188,149
7,8000,24000,32,8,16,173,183
7,8000,32000,64,12,16,248,275
7,8000,32000,128,24,32,405,382
11,2000,8000,32,5,28,70,56
11,2000,32000,24,6,26,114,182
11,2000,32000,48,26,52,208,227
11,2000,32000,112,52,104,307,341
11,4000,32000,112,52,104,397,360
11,8000,64000,96,12,176,915,919
11,8000,64000,128,12,176,1150,978
80,262,4000,0,1,3,12,24
80,512,4000,0,1,3,14,24
80,262,4000,0,1,3,18,24
80,512,4000,0,1,3,21,24
80,1000,8000,0,1,8,42,37
90,1000,8000,32,2,8,46,50
32,2000,8000,0,2,14,52,41
100,512,8000,32,0,0,67,47
90,1000,4000,0,0,0,45,25
